header,review,rating,name,location,date
Love the help it is for my son,,5,Alicia Kiger,United States,2022-07-09
Love it,Love it. Works wonderful n my daughter love her card,5,April Hoskins,United States,2022-07-09
This is so easy,"This is so easy! We have a regular allowance and he can earn bonuses for extra jobs. Our son now knows about earning, spending, and saving. He has such pride when he uses his card, and he now talks about things he wants, calculating how long until he can buy it. He has savings. Let me just say that again. This kid has savings! Amazing.",5,Megan Soule,United States,2022-07-08
Best card ever for kids,Best card ever for kids. My grandkids love ittttt....,5,customer,United States,2022-07-08
I love this app for my son,,5,Katina Mcclellan,United States,2022-07-08
Their customer service is terrible,Their customer service is terrible! Stay away!,1,customer,United States,2022-07-07
Healthy Spending Habits,I love the fact that I can view what my daughter spends money on and show her healthy spending habits!,5,Cortney Cordell,United States,2022-07-07
My kids love using them,I like it because I have control of my kids bank account and chores,5,Emil Smith,United States,2022-07-07
The app is fine but from the parent end…,The app is fine but from the parent end it’s difficult to move money around and to set up spend limits. The constant offers to purchase cards with new designs is VERY annoying when you are trying to get your kid not to spend money on useless things yet they are given the ability to purchase cards with new designs on their own.,3,Cary Welker,United States,2022-07-07
Teaching your kids about financial literacy is critical,"This app really helps me in my efforts to teach my daughters about financial literacy. They’ve learned how to be responsible, how take into account how much money they have available to spend before they spend. For instance, my oldest had to learn the hard way one time. She went to pay for her items at Walmart only to witness her card being declined. Sadly she was quite embarrassed. I had to reiterate to her the importance of knowing her financial standpoint prior to making a purchase. I explained that it’s better to experience this as a child than when she grows up. Needless to say she never made that mistake again. Moreover, with the spending limit settings it aids me in teaching them about spending in moderation and making a decision about what items are right now items. Sometimes we have a belief that everything is a right now need just because we have the money. Nevertheless that is not the case. The saving feature is really great as well. Although I had to lock the savings because they would move money from the saving just because they wanted a particular item. I’ve been guilty of that as well, because growing up I didn’t have anyone to teach me about finances, aside from being cheap. Being cheap doesn’t mean you are financially literate. When you have goals intended for your savings you have to ensure that your not just freely taking money out of your savings merely because you WANT something vs you urgently need something.",5,Felisha Seward,United States,2022-07-07
Great program,"So far , so good!!",5,Bradford Manton,United States,2022-07-07
Satisfied Customer,"Overall, I have been very happy with the GoHenry application and my son's ability to use his debit card and become accustomed to securing it and monitoring his available spending money.",5,Tom,United States,2022-07-07
My grandson and I love this card,"My grandson and I love this card! It has helped us so much! It's done wonders for allowances, going out to eat and ordering things he wants.",5,Sandra Casarez,United States,2022-07-06
Everything,"Everything, especially the app",5,Brian McQuillan,United States,2022-07-06
I use it with no issues,,5,Ocliouscloud Riley waymon,United States,2022-07-05
Great card and app,,5,customer,United States,2022-07-05
Good for children chores and tasks,,4,customer,United States,2022-07-04
Pin not working,"We are only on week two, so my review hopefully will change. Everything is fine except for the main part. My child cannot access their money. We are told that we are putting in the wrong pin number, but we're not, but we still can't change it either. So we have a 10-year-old that has been so very excited for this card and now she is so bummed",2,Dang it Granny,United States,2022-07-04
Wonderful 😊,,5,April Morris Morris,United States,2022-07-04
Need it deleted irony like it,,1,customer,United States,2022-07-03
Helps with getting chores done!,It has helped with providing my daughter an incentives to do chores around the house! She also has a card that she can take just about any where with her.Only complaint is that it’s hard to load specific amount of money with one step.,4,Nurse Oberding,United States,2022-07-03
Great!,Love it so far and my son likes the games in the app. I also think the app is nice and very user friendly.,5,Crystal T,United States,2022-07-03
It’s been great!,"So far we have really loved how user friendly GoHenry is for us as parents and for the kids. The ONLY complaint I have is that I wish you could create a task and be able to mark it daily if it’s a daily task to help keep up with whether it’s been done. Other than that which is absolutely not big enough to dislike the app, it’s been fabulous. The price is kinda high in comparison to Greenlight which is 4.99 a month for up to 5 kids. And here we have 3.99 per kid. So with 3 kids it’s a little pricey. I love the learning missions for the older kids so they can earn rewards and learn. I love that you can defer some money to savings and some to charity.",4,Brittany Swartz,United States,2022-07-03
Great app for young teens to teach them…,"Great app for young teens to teach them about money management.The only improvement needed is more frequencies on the tasks - Daily, Monthly, Quarterly.It's annoying to have to add daily tasks (like making bed) multiple times a week and have to add them every week.I would recommend adding a Days of the Week so parents can set when the tasks are due.This is how jobs work in real life.",4,Sue,United States,2022-07-03
I'm new to this app,"I'm new to this app, but I'm really liking it so far.",5,Jessie Marianna,United States,2022-07-02
So easy,So easy! Fast! And my daughter loves having her own card! Love how quickly I can send her funds!! And the comfort of knowing she will be taken care of immediately if needed in an emergency or anything!,5,Monica,United States,2022-07-02
Great experience for me and my daughter…,Great experience for me and my daughter and a nice learning tool for kids,5,Kevin Hickey,United States,2022-07-02
An easy way to reward kids.,An easy way to reward kids while monitoring their spending. It also helps them learn how to budget.,5,Williams,United States,2022-07-01
My niece has been begging for months…,"My niece has been begging for months for her own debit card, so as a reward for doing well in school, I signed up for gohenry. It was very easy and she has been doing very well with checking off chores and earning her own money. I really liked that I could set spending limits and set it up so that a portion of her allowance is put aside for savings. So far it's been a great experience.",5,Nicole,United States,2022-07-01
We had a little issue at the beginning…,We had a little issue at the beginning but we figured it out..nice and safe,5,Kc Perrine,United States,2022-07-01
This app is very good of keeping up…,This app is very good of keeping up with my daughter chores and the amount of money she have on her card.,5,T J,United States,2022-06-30
My children can't use the app as it's…,My children can't use the app as it's not available on Kindle Fire. They are too young for phones or other devices. It really doesn't help them to learn about money without access to the app:/,3,customer,United States,2022-06-30
I love this i get to have my own card,,5,Elise Christian,United States,2022-06-30
My granddaughter loves being able to…,My granddaughter loves being able to shop with her own card. GoHerny cards helps children learn how to save their money. Love it,5,Tonya Grayson,United States,2022-06-30
This is a great learning device,,5,DMowder,United States,2022-06-30
I love it for my girls.,,5,LaTasha,United States,2022-06-29
Sweet it works great with my kids,,5,Samantha Morrell,United States,2022-06-29
My problem with GoHenry is the lack of…,"My problem with GoHenry is the lack of communication.About 2 months ago I ordered a new card for my son.When we received the card I was having a hard time activating it.When I finally called I was informed that they were having trouble activating cards and I would receive an email when the problem was rectified.To my knowledge I didn’t receive any communication that the problem was rectified and therefore went with another card company.I called and closed the account on June 10th.I was told by the representative at that time that my request was processed and I should receive my money in 7-10 business days.I call 2 weeks later and speak with another rep only to find out that I missed an email (sent 2 days before call) requesting my banking info.Provided my info and again was told I would receive my money in 5 business days.Called back this morning only to be greeted by am automated message that they are closed for a conference and will only be responding via chat 2-5 and will return to “work” on Friday.By mid day I received an email that says my request had been processed and my money would be received in 3 business days.The problem with all the calls is when the reps tell you they have “processed” your request it hasn’t been.Because after every call I would receive an email so many days later basically stating YOUR REQUEST HAS BEEN PROCESSED which it was not processed as all reps stated when I called.So here it is now, June 29 and I have still not received my money from my closed account.",1,DeVona Roberts,United States,2022-06-29
Great tool for kids!,Easy to use and kids like it.,5,Amber Burke,United States,2022-06-29
Good,Is it good car for kids I recommend it for others,5,Ramcin Leon,United States,2022-06-29
It took forever to get my cards,,1,customer,United States,2022-06-29
The best for my kids and I,,5,customer,United States,2022-06-28
Can't figure out how to put a relative,,4,April Aponte,United States,2022-06-28
Really love this app and how it is…,Really love this app and how it is helping to teach my 13 year old money and finance basics. Many components of learning along the way of fun spending.,5,Lb,United States,2022-06-28
If I could give zero stars I would,"HelloFor the past 6+ months I have been reaching out to customer service from GoHenry, in regards to my daughters account. She had lost the card so I locked the account when the balance was $33.10. I reached out and asked them to cancel the account due to the lost card and issue a refund. I needed to have the refund sent to my new account which was not on file..Months go by, emails are NOT responded to, until about a month ago. Which I was informed it would be canceled and $13.10 would be refunded. Where the hell is my other $20? Because the lack of your horrible customer service you all are keeping $20 from fees on an account that was suppose to be canceled MONTHS AGO!!!!! So about a week ago I get another email saying my account is now closed and I will get a refund of $9.10. So pathetic of a company that is suppose to encourage kids to spend and save wisely you keep $24 for an account that was suppose to be close MONTHS AGO! I have requested to hear back from a supervisor multiple times, and I have NOT received a response back. I will never do business with scamming company known as GoHenry. You all are horrible! Lack customer service skills! I will continue to email until I receive a supervisor response and my full refund issued back to me!Pissed off parent Kristi",1,Happy user,United States,2022-06-26
I  had a difficult time when trying to…,"Ihad a difficult time when trying to add my bank account (credit card was no problem). Also sometimes it'sdifficult to navigate (ex. Trying to add money for child to use asap was at first hard to figure out - took about 10m). Also, tried to ask questions2x through virtual and gave up each time after waiting 10m for a response. Overall still like the card and features.",4,Tinisha Mccaskill,United States,2022-06-26
Great app all around,,5,Casey Fletcher,United States,2022-06-25
Great ways to send funding for kids as…,Great ways to send funding for kids as needed or desired 24/7,5,Shelby Pinchon,United States,2022-06-25
Good beginner card,"Go Henry is very easy to use, but doesn’t have all the functionality I would like to control my kids spending. Missing daily spend limits (a week is too long), setting up chores is a challenge, would like to lock savings so kids can’t put it back into their debit account. Overall the card has been helpful and the kids love it, I appreciate the convenience.",3,customer,United States,2022-06-25
Very user friendly and motioning to our…,Very user friendly and motioning to our kids!,5,Jason Lehmann,United States,2022-06-25
I have Called and emailed GoHenry over…,I have Called and emailed GoHenry over and over to get my 2 Childrens cards unlocked. I have Over 200 dollars on the account i was Suppose to distribute between my 2 kids for a vacation this weekend. Needless to say after calling and emailing like they asked to have the cards unblocked nothing has been done. The money is stuck on the accounts and it has ruined their weekend. This is what i was Scared of and why we initially tried to take the cash off before the vacation but that is the reason they have locked the card. There should of been no reason after 3 days of calling and emails my cards are still locked and my money is on hold. No bank or credit unit would ever,1,Desiree Watford,United States,2022-06-25
Very easy to use!,,5,Toneille Frihauf,United States,2022-06-24
Very convenient for myself and my…,Very convenient for myself and my children.,5,Ty,United States,2022-06-24
Great system to help my 13 year old son…,Great system to help my 13 year old son understand money and allowances.,5,Billy specht,United States,2022-06-24
Helps me save and where and where I…,Helps me save and where and where I can’t spend my money,5,Samantha Sinford,United States,2022-06-23
Very  helpful,I enjoy this app along it helps my grandson do his chores so he can earn money.,5,Mona Gipson,United States,2022-06-23
Great App for children,,5,Tracey,United States,2022-06-23
Love GoHenry,"Love GoHenry!It has taught my kids how to save and gives them the freedom to buy things.As a family travel nursing it also allows love ones to send them money for special occasions, just because, and for their birthdays.",5,Brandon Dees,United States,2022-06-22
My grandson loves his new debit card…,My grandson loves his new debit card and is very excited about how a debit. I wish it was way for you to block the card when the card start going below the balance.,5,Janie,United States,2022-06-22
Love the app,Love the app. I am waiting for the option where I can do daily chores and option to choose how much each chore is worth. My 2 kids really like it too,4,Gigi Reynoso,United States,2022-06-21
I think kids having a debit card for…,I think kids having a debit card for allowanceis a great thing and helps prepare them at an early age how to earn and spend money.,5,customer,United States,2022-06-21
Great App,Great app. My son loves it.,5,George Young,United States,2022-06-21
Great 1st time card,"Great 1st time card. I love the money lessons! I just learned that public education no longer teaches about checks or how banking works in general, so it’s great that these lessons are offered.",5,Stephanie Merrienboer,United States,2022-06-21
Very good I can made my daughter happy…,Very good I can made my daughter happy when she need cash and it’s easy for me,5,Gabriel Rodriguez,United States,2022-06-21
I like the app and the card,,3,Jamera,United States,2022-06-20
This is a very good card for parents to…,This is a very good card for parents to control how their kids manage and spend money,5,Hilary Freeman,United States,2022-06-20
Great experience doing everything that…,Great experience doing everything that we ever ask for Ryan loves his sign a card,5,Debra Wilkins,United States,2022-06-20
Very good app for kids,,5,Latania Lewis,United States,2022-06-19
11 year old boy excited to work now,"We have an 11 year old boy that has had little to no interest prior to GoHenry to do more tasks around the house.Now, that it not a problem!He is volunteering so he can earn more money to buy what he wants.",5,R G,United States,2022-06-19
User friendly and easy access,,5,Joha Nyanganyi,United States,2022-06-19
Great for kids,This is great for the kids..,5,william wonder land,United States,2022-06-19
Great app,Great app! Good for teaching children the value of money and helps us parents instill financial education to our children,5,Nikki N.,United States,2022-06-19
Declined transactions,I got my son a card to use when traveling. Unfortunately a couple of his transactions were declined when he tried to make purchases even though he had ample credit.,3,customer,United States,2022-06-18
So good,"So good, so far.",5,Edward Coston,United States,2022-06-18
So far so good!,So far so good!! No complaints,4,Wahkia Jackson ,United States,2022-06-18
My grandson enjoys his GoHenry card,"My grandson enjoys his GoHenry card, he's in control of his spending. He likes the ability of using a ""credit card"". It's a wonderful learning tool to his finances!",5,SHERRI NORRIS,United States,2022-06-18
Super easy way to get my kids ready for…,Super easy way to get my kids ready for the world.,5,Shannon McGinty Spillett,United States,2022-06-17
Can’t say enough!,Very positive for our family. My daughter couldn’t stop talking about the money missions and that made my son interested and want to participate! I only wish parents can have our own card!! Thanks GoHenry.,5,Kelley in AZ,United States,2022-06-17
Go Henry,I love Go Henry and my son does too. He loves the freedom to be able to get what he wants.,4,Kei,United States,2022-06-16
Trying to use his card so he could get…,Trying to use his card so he could get something on my Amazon account but got declined. I really don't know if getting this for was a good thing.,3,Stacy Martinez,United States,2022-06-16
No Cancel Optom,"No Cancel OptomI have only used once for my son, things got tight and I wasn't able to load csrd. I've had 2 months now where they take the fee and it screws up the rest of my account.",1,customer,United States,2022-06-15
A wonderful card!,I'm glad I got my daughter one. It's teaching her how to spend and manage the amount she has. Also giving her the knowledge of paying and tipping herself. Anyone can add money on the card also. Love it!,4,Kimberley Teal,United States,2022-06-15
Very helpful!,Very helpful since I do not live with my son. I can send him money for school things and gas money easily.,5,Carol Hilbig,United States,2022-06-13
Great Prepaid Credit card for Teenagers…,Great Prepaid Credit card for Teenagers and its very convenient.,5,Meme Manneh,United States,2022-06-13
This app is amazing for teaching kids…,This app is amazing for teaching kids the value of money it also is good for children who lose things easily like my little 8 year old. I love how the app has missions that teach your child more about money then school will ever do. You also control everything but at the same time give your child freedom to be themselves.,5,Britney Morarend,United States,2022-06-12
Gohenry is by far best to help kids…,Gohenry is by far best to help kids learn money smarts.our daughter loves it,5,ChristopherNoce,United States,2022-06-12
It's work great with allowance and…,It's work great with allowance and limited to spend and ask for more the saving works great 👍,5,Karla Preciado,United States,2022-06-11
I like the logic of this card for kids,"I like the logic of this card for kids, but the interface could use some work. I don't like that fact that it holds the parent's payment method on file. It should have options in where to go and load the card. Don't like the fact that it's s monthly fee for both individual card. Why not set just one fee if the child is under the same parent's account. Just need tad bit more work with this card.",3,customer,United States,2022-06-11
Great service,,5,Matt Lafferty,United States,2022-06-10
I like it so far my children love it,,5,Okeisha Flowers,United States,2022-06-10
Go henry is a good starter debit card…,Go henry is a good starter debit card for my children,4,Bianca Carter,United States,2022-06-10
I do not recommend,I do not recommend. There's fees they do not specify. They take money directly from your bank account. Customer service beats around the bush and if you request a refund or close your account they keep a portion without explaining.,1,TONI M.,United States,2022-06-09
Convenient to send my teenage daughter…,Convenient to send my teenage daughter money in a hurry when she needs it fast,5,Betty,United States,2022-06-09
This is a amazing card to get your…,This is a amazing card to get your kiddos started.My son loves his,5,Kathy Thompson,United States,2022-06-09
Great way to show kids how to be…,Great way to show kids how to be responsible and financially conscious.,5,Daniel,United States,2022-06-08
I love everything about this,,5,kim statham,United States,2022-06-08
Easy to use app,"Easy to use app, card came within a few days.My daughter was super happy to get it and start using it.Adding money was a breeze.",5,Kev Dinh,United States,2022-06-07
I am blown away by this app,I am blown away by this app! I absolutely love the learning modules for my son.,5,Matt G,United States,2022-06-06
Mostly I love gohenry,Mostly I love gohenry. It's been a great way to teach my kids about money. I have had a couple times were allowance didn't pay out on its scheduled day but otherwise it's great,4,customer,United States,2022-06-06
I love this card,Best card ever for you and your kids,5,Paula,United States,2022-06-06
Love this app and so do my kids,Love this app and so do my kids. Easy to use,5,BrandanRenae Criswell,United States,2022-06-05
Teaching my kids responsibilities,,5,Anaysha Penson,United States,2022-06-05
Kids are having fun and completing…,Kids are having fun and completing their tasks. Easy to use,5,Ale Ledezma,United States,2022-06-05
Great learning tool,"Great app to help kids learn about financing, savings and how to earn.",5,customer SG,United States,2022-06-05
I love this app,I love this app however I liked it alot better when I was able to earn money inviting people,5,Jessica Mercer,United States,2022-06-05
Definitely has my daughter's interest,Definitely has my daughter's interest! Day one and she is so excited to see her tasks and create and reack her goals.,5,Barbara Cobb-Dobbs,United States,2022-06-04
Enjoy this app,Enjoy this app. Definitely help them to manger and see how saving ads uo.,5,Helen Purnell,United States,2022-06-04
It’s good app,,5,Val Bowler,United States,2022-06-04
My granddaughter is loving having her…,My granddaughter is loving having her independence with this card,5,Melissa Dempsey,United States,2022-06-03
Great so far!,,5,Brandi Crosby,United States,2022-06-03
Fun learning,I love it cant beat it,5,Ken McGee,United States,2022-06-03
Nice,Ncie nice nice nice emcie nice jcie,5,Blocky,United States,2022-06-03
I believe that this is amazing,"I believe that this is amazing.People can send birthday money and it's all in one place. And she can earn money for movies and extras.She feels like a big kid because she has her own ""credit card"" lol.",5,tammy parker,United States,2022-06-03
I love the app the fees are the catch…,I love the app the fees are the catch and overwhelming,3,Keira Cosby,United States,2022-06-02
Good,Good.*jjdgdudbdudbfjdjdnfidnf,5,Joseph Crosby,United States,2022-06-01
Kids love it!,Kids love it! My 10 year old just pulled out her card and paid for her little sister to go skating with her. Definitely recommended.,5,Sanden Baker,United States,2022-06-01
I love this app so much,I love this app so much! It makes spending so much easier than most banking apps.,5,Erikha Lamartiniere,United States,2022-06-01
Helps my daughter with saving money.,It's very convenient for my daughter on outings and school trips. Helps with her saving money.,5,Tamara Wells,United States,2022-06-01
It really keeps my kids on top of their…,It really keeps my kids on top of their chores!,5,jerry dalebout,United States,2022-05-31
My child can’t use his card ☹️☹️,,1,customer,United States,2022-05-31
Great app,This is a great start to teaching children the importance of saving and spending money.,4,Oneka Hill,United States,2022-05-30
I was very unhappy with go Henry app,"I was very unhappy with go Henry app.Their fees per person was way to expensive.I went to Green Light and get good quality, can pay the kids any amount per job, plus it'sflat fee, not per child.I am very happy with Green Light.",2,Victoria Johnson,United States,2022-05-29
A good lesson to learn.,"786I really like this app, it's helped three of my children learn how to manage money and I love that I don't have to give them my bank card, they have their own...",4,Karimah Abdussalaam,United States,2022-05-29
My sons loves the app and really he…,My sons loves the app and really he really loves earning cash by inviting friendsand using the debit card to make purchases. Thanks GO HENRY.,5,Greg,United States,2022-05-29
Love it so far!,So far we really like the GoHenry app and card. Gives my daughter a little bit of freedom when she goes with friends. The app allows her to see how much $ she has.,5,Shawnae Morey,United States,2022-05-29
This app is AMAZING 🤩,,5,Anthony Guthrie,United States,2022-05-29
Excellent experience over all,,5,Rocio,United States,2022-05-29
Good 👍 good news and great news about…,Good 👍 good news and great news about your new home,5,Nate Green,United States,2022-05-28
I Love this app it's a great way to…,I Love this app it's a great way to teach your children financial independence. It's also easy to pay them allowance and reward them for any extra activities.,5,Anais Cutts,United States,2022-05-28
It a great card,,5,Tyra Marshall,United States,2022-05-28
Great program for kids to learn to…,"Great program for kids to learn to value, save, and spend money wisely.",4,customer,United States,2022-05-27
This app is handy and helps keep…,This app is handy and helps keep children on track with chores and responsibilities.,5,Candance ,United States,2022-05-26
I absolutely love the app,I absolutely love the app. It makes it easy to pay my children their allowance.,5,Kirstin Jones,United States,2022-05-26
Great tool for teaching our kids money…,Great tool for teaching our kids money management.,5,Consuelo Scott,United States,2022-05-26
Dine,Done done done,4,Chris Liggins,United States,2022-05-26
I absolutely love gohenry,This is a great system. The accounts are free. They have flexibility to deposit with card and accounts. They have gift links for special occasions. They also have the availability to have relatives to deposit in the accounts. They have customizable cards. You as a parent will have access to pins the amounts available.The cards can be used at ATM online and in store. You can set limits to the cards. They also have auto saving and you can set the limit to however high. And about 10 yrs out. The have a chore list where kids can earn extra money. Only thing is I'd like a daily list. Right now they have weekly and one offs but not an automatic daily. Their customer service is awsome and no long hold times. They are also very understanding and patient with you. In all this is a 5 star service. My family and I love it,5,katanna Balboa,United States,2022-05-25
Good I hope to continue to use this app,,5,Shalanda Sanders,United States,2022-05-25
Great way to reward for chores and…,Great way to reward for chores and effort.,5,Aminah Coleman,United States,2022-05-25
Great App,Great hope it teaches my grandchild to save to put away money into his piggy bank which is built within the app it's just a great sense of responsibility knowing that they have a card to spend a a budget at the same time,5,Shelly Mitchell,United States,2022-05-24
Love this app!,"Great app to teach kids how to save, spend and view accounts !",5,Jill Giannokis,United States,2022-05-24
My kids (10year olds)are working hard…,My kids (10year olds)are working hard to make and save money for big purchases. They love having the independence to make their own purchases when we are at the store. When they need to use their own money the are making better choices on what to spend it on.,5,Peggy,United States,2022-05-24
App crashes sometimes,,4,Joshua Ward,United States,2022-05-24
Easy to use and great benefit for kids,,5,Carolyn Alvarado,United States,2022-05-24
Great and easy to use and navigate as a…,Great and easy to use and navigate as a 16 year old myself,5,Cheyanne Sherman,United States,2022-05-23
scrumpdillious,It gets the job done! and it also teaches me about financial stuff like Banks and interest,5,Veondre Davis,United States,2022-05-23
Works good for the kids secure and safe,,5,Andrew Leno,United States,2022-05-22
I really like using the gohenry app,I really like using the gohenry app. It's been extremely useful,5,Zoe Edwards,United States,2022-05-22
Very satisfied,This has been such an amazing experience for my kiddos.The have learned so much from the little courses.,5,Samantha,United States,2022-05-22
Kid loves it,Kid loves it. Encourage kids to their tasks and get the reward. Homework and house work all done in time.,5,Adama Ouattara,United States,2022-05-22
My son lost his card and it was big…,My son lost his card and it was big hassle trying to put the new card on all they did is direct me to IT department and after a weekit still wasn’t added,2,customer,United States,2022-05-22
This app has really taught my kids how…,This app has really taught my kids how to handle money and helps them be accountable for the chores that they are doing.,5,Bryan Fister,United States,2022-05-22
It’s a pretty good app if you are…,It’s a pretty good app if you are trying to teach kids how to be responsible with spending and saving money.,3,Foxy Gamer,United States,2022-05-21
My daughter and I ❤ gohenry,"My daughter and I love gohenry! Very helpful for a teenager on the go! Love the choice of cards too! We chose the cute 🐹 Hamster one! Thanks gohenry!FYI..... I did have a hiccup in a couple transactions. Customer service responded rather quickly. Explained things in detail.Was alittle nervous, and hope we don't have another issue.But my daughter and I have loved the ease of having the card -- especially when my teenager is out and about and says ""Mom,I need money"" lol 🙄. We have Venmo and PayPal cards,but neither of them are instant!",5,Heather Johnston,United States,2023-06-13
Good for kids,,5,Brenda Cooper,United States,2022-05-21
Easy to use and helpful!!,,5,Cat Ballentine,United States,2022-05-21
Waiting on family plan,,3,Butler Murrell,United States,2022-05-21
I am honestly confused and it may not…,"I am honestly confused and it may not be your guys fault but , my card charged me 8 extra dollars when I got my nails done and I asked if there was extra fees or something like that and they confirmed and showed proof that that was not the case. I tried googling this situation but nothing really came up. If you get a chance please email me",3,Loralei,United States,2022-05-20
I would like to cancel it,I would like to cancel it.Paying a $4 fee each month is too much!,1,customer,United States,2022-05-20
Super!,"Awesome app, easy to use & is simple enough for both kids & their parents :)",5,BreezyBreeze,United States,2022-05-20
Sometimes I have problems navigating…,Sometimes I have problems navigating the site,4,Icey Bowie,United States,2022-05-19
So far it's good.,So far it's good.Interesting and helpful.,4,Ms. Steen,United States,2022-05-19
I love the financial education aspect,I love the financial education aspectIt’s the best thing for kids and I am actually learning a few thing myselfAwesome,5,Dee Williams,United States,2022-05-18
Great company,We love the service and the friendly use of the card for my son.Navigation is a breeze.,5,Valued Customer,United States,2022-05-16
Excellent tool to teach financial…,Excellent tool to teach financial responsibility.,5,Charlie,United States,2022-05-16
Very great app allows you to teach your…,Very great app allows you to teach your kids how to manage money and save very very great app,5,Vhall,United States,2022-05-15
Good,Good experience,5,Felicia,United States,2022-05-15
So far so good,"So far, so good!! My fault for not realizing the use was such a high charge for service.",4,Nichole G,United States,2022-05-14
Great app,"Great app, easy to use!",5,Susan,United States,2022-05-14
I don't find anything special about the…,I don't find anything special about the app. We use it. It's convenient for my foster children but they don't use the other things in the app just yet.,3,customer,United States,2022-05-14
"Great for kids/pre-teens, not good for older teens.","My girls have had the GoHenry card for a while now and I have loved it….until my oldest started driving.She tried to get gas at the pump today and it declined it because it is listed as an “adult store”.Evidently, she can go inside to pay in the “adult store”, but not at the pump.I understand it is a safety feature, but I wish I was allowed to approve certain locations such as this, because I would much rather her pay at the pump, than have to go inside where I feel she is even more likely to encounter people with bad intentions. I am now looking for a new debit card that gives teens a little more freedom.",4,Krista Kelley,United States,2022-05-13
We love having GoHenry,"We love having GoHenry, it makes it easy for our kids to have a reliable way to purchase things when out and we can easily send them money in seconds",5,Chris G,United States,2022-05-13
Excellent tool for teaching children to…,Excellent tool for teaching children to manage money.,5,Jae H.,United States,2022-05-12
Great app ot has been a great way to…,Great app ot has been a great way to teach my children to manage their money!,5,Howie Baird,United States,2022-05-12
Its the best,Its the best! My son do all his chores!,5,Tirika Carson,United States,2022-05-12
Gohenry,I'm glad you need to enjoy the Gohenry app,5,Charles Johnson,United States,2022-05-12
Love the app,"Love the app,and the entire GoHenry experience. It's easy and user friendly. The app gives me a way to monitor my teen's spending without hounding him. Also, it helps teach him how to be more responsible with his money, and earnings.",5,Christian Taylor,United States,2022-05-11
Efficient and easy,"It's easy to use and my daughter gets excited that she has her own card, allowance to use on her amazon account. This gives her incentive to continue doing what she's doing.",5,customer,United States,2022-05-11
It’s nice she can save,,5,Jerry Lopez,United States,2022-05-11
🤘🤘🤝🙏👌 good app for teen,,5,Kenya horton,United States,2022-05-11
Love the app I think it’s great and…,Love the app I think it’s great and really cool.,5,Joseph Duncan,United States,2022-05-10
It’s good for the kids,,5,Willetta Jackson,United States,2022-05-10
This is a good app it helps kids manage…,This is a good app it helps kids manage there money. I think they monthly fee should be waived for the kids GoHenry card.,4,Yolanda Burgess,United States,2022-05-10
I got this card for my kids to help…,I got this card for my kids to help them save money and learn how to use a card. I also got the card because their uncle send them money and the card does accept money from cashapp so there was really no point of me getting this card,1,customer,United States,2022-05-09
Options to invest,I like gohenry for the ease of use. They can make it better by offering options to invest in stocks/bonds so kids can learn how to grow their money and learn about responsible and sustainable growth. Would be nice if there are options for lower fee maybe based on basic or advanced features.,4,customer,United States,2022-05-09
Great,This app is great really helps them keep track of how much they spend,5,Tracy Bohen,United States,2022-05-09
It was good for money,,5,Victoria,United States,2022-05-08
So far so good,So far so good. Very informational and easy to use,5,"Fred Wallace, Jr.",United States,2022-05-08
Great option for kids first debit card,"I love the overall idea and ease of use! I'd love if there was more options for editing tasks to where they could have certain things set to be checked off daily rather than just once a week, but it's not a deal breaker.",4,Amanda Kincade,United States,2022-05-08
Ok good tool,Ok.........,5,Brad w,United States,2022-05-07
Nice way of giving to grand children,,5,Yolanda White,United States,2022-05-07
Enjoy the app,It’s a good tool for my daughter to learn,5,Greg McNeil,United States,2022-05-06
I love this app,I love this app! It's very safe and secure for the kids with the alerts each and every time they use it or where plus it will decline if they try n shop on adult or smokehouse! Or adult places or sites i meant! I just kept forgetting to to load the money for a bit but not no issues!!! Highly suggest it to everyone!!!,4,Isabella Santos,United States,2022-05-05
Love it,Love it. Amazing!!,5,customer,United States,2022-05-05
My son can’t get enough,My son can’t get enough. It is so user friendly. Thanks GoHenry for making a stellar product!,5,Nate,United States,2022-05-04
I love the app,"I love the app as i can monitor my son activity with money, plus i can talk to him about finances",5,Ross Kingsley,United States,2022-05-04
Fantastic!,Fantastic! We love gohenry!,5,Leslie Reese,United States,2022-05-04
Love it,Love the app it help youth learn the value of saving money,5,Rosetta,United States,2022-05-03
Very easy to use,Very easy to use!Can also customize tasks easily as well.,5,customer,United States,2022-05-03
I really enjoy the ease of paying my…,I really enjoy the ease of paying my son his allowance and being able to add extra tasks without having to keep extra cash on hand. My child enjoys the lessons and having his own debit card. I think kids struggle with money sense and this is a great learning experience for him.,5,customer,United States,2022-05-03
Could use Notifications,Overall the app works well. I would like to have a notification setting for my kids so they know there is a task to complete on specific days.There has been a few other problems but they have been addressed.,4,Phil,United States,2022-05-03
Great service.  Game changer with managing kids allowance.,Gives an amazing ability to provide an allowance to our kids and to be able to control how they spend it.Fantastic service.,5,customer,United States,2022-05-03
We absolutely love the go henry card,We absolutely love the go henry card. The app is so easy to use. Loading money is super easy.It's everything we wanted and needed in a debit card designed specifically for kids and parents.,5,Courtney Miller,United States,2022-05-02
A great tool for the Little ones,"This has been a great tool for teaching my little ones how to manage their money,check their accounts and using a debit card.",5,Tambra Haynes,United States,2022-05-02
